-188.210, -704.354, 12.951, 258.600
-187.292, -705.261, 12.883, 259.000
-186.352, -706.134, 12.810, 259.400
-185.393, -706.975, 12.742, 259.800
-184.416, -707.785, 12.675, 260.200
-183.421, -708.561, 12.605, 260.600
-182.409, -709.304, 12.538, 261.000
-181.383, -710.016, 12.472, 261.400
-180.341, -710.692, 12.402, 261.800
-179.286, -711.334, 12.335, 262.200
-178.219, -711.942, 12.269, 262.600
-177.138, -712.512, 12.198, 263.000
-176.047, -713.045, 12.131, 263.400
-174.946, -713.541, 12.067, 263.800
-173.834, -713.996, 11.997, 264.200
-172.714, -714.410, 11.933, 264.600
-171.587, -714.787, 11.873, 265.000
-170.453, -715.121, 11.807, 265.400
-169.315, -715.415, 11.747, 265.800
-168.173, -715.672, 11.689, 266.200
-167.030, -715.894, 11.632, 266.600
-165.887, -716.077, 11.569, 267.000
-164.744, -716.224, 11.509, 267.400
-163.603, -716.339, 11.451, 267.800
-162.465, -716.422, 11.404, 268.200
-161.328, -716.470, 11.385, 268.600
-160.189, -716.484, 11.412, 269.000
-159.045, -716.465, 11.481, 269.400
-157.893, -716.409, 11.578, 269.800
-156.732, -716.316, 11.706, 270.200
-155.560, -716.188, 11.857, 270.600
-154.376, -716.025, 12.023, 271.000
-153.182, -715.823, 12.195, 271.400
-151.976, -715.582, 12.375, 271.800
-150.760, -715.304, 12.560, 272.200
-149.536, -714.985, 12.739, 272.600
-148.303, -714.626, 12.919, 273.000
-147.064, -714.230, 13.097, 273.400
-145.820, -713.792, 13.262, 273.800
-144.574, -713.317, 13.410, 274.200
-143.331, -712.800, 13.516, 274.600
-142.096, -712.248, 13.566, 275.000
-140.874, -711.665, 13.547, 275.400
-139.674, -711.052, 13.454, 275.800
-138.501, -710.416, 13.309, 276.200
-137.360, -709.756, 13.133, 276.600
-136.251, -709.076, 12.954, 277.000
-135.173, -708.379, 12.792, 277.400
-134.126, -707.660, 12.655, 277.800
-133.107, -706.922, 12.554, 278.200
-132.112, -706.163, 12.488, 278.600
-131.144, -705.379, 12.444, 279.000
